DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-05-09                14:04:15.246              128.54462090              3085.070902               129.54462090              1652097855.246            4                         963                       1.4000219993E+02          4.5001344528E+01          4.1562500000E+01          4.5242789040E+01          4.5002809963E+01          4.7000000000E+01          0.0000000000E+00          3.2791089863E+04          7.0000000000E+00          2.5093320230E-01          3.2459718281E-01          3.0796186607E-01          2.7805889474E-01          2.6821758627E-01          3.4691562335E-01          3.2915308726E-01          2.9714285350E-01          5.5282415678E+02          1.9259749320E+00          2.0214602710E+00          3.7277409214E+00          3.1923230654E+01          0.0000000000E+00          5.5960001621E-01          7.3280646887E+01          4.3505177036E+00          2.0634162213E+02          4.1949141104E+02          3.6013402116E+01          
2022-05-09                14:04:16.081              128.54463057              3085.071134               129.54463057              1652097856.081            4                         963                       1.4000219993E+02          4.5001344528E+01          4.1562500000E+01          4.5242789040E+01          4.5002809963E+01          4.7000000000E+01          0.0000000000E+00          3.2791089863E+04          7.0000000000E+00          2.5095485994E-01          3.2455420384E-01          3.0583720649E-01          2.7798254535E-01          2.6821696035E-01          3.4686574508E-01          3.2687791157E-01          2.9706137211E-01          5.5281963953E+02          1.9259572834E+00          2.0213116261E+00          3.7228833501E+00          3.1145068545E+01          0.0000000000E+00          5.5960001621E-01          7.3280646887E+01          4.3505177036E+00          2.0634162213E+02          4.1949141104E+02          3.6013402116E+01          
2022-05-09                14:04:16.711              128.54463787              3085.071309               129.54463787              1652097856.712            4                         963                       1.3999856708E+02          4.5001304626E+01          4.1562500000E+01          4.5242729187E+01          4.5002799988E+01          2.0000000000E+00          0.0000000000E+00          3.2788541163E+04          7.0000000000E+00          2.6885578014E-01          3.2304884103E-01          3.0396935372E-01          2.7784178634E-01          2.8733572297E-01          3.4525682556E-01          3.2487656545E-01          2.9691210509E-01          5.3414209645E+02          1.9259440887E+00          2.0211994773E+00          3.7192132583E+00          3.0556900747E+01          0.0000000000E+00          5.5960001621E-01          7.3280646887E+01          4.3505177036E+00          2.0464938890E+02          4.1949141104E+02          3.0576522850E+01          
2022-05-09                14:04:17.454              128.54464647              3085.071515               129.54464647              1652097857.455            4                         963                       1.3999710083E+02          4.5001304626E+01          4.1562500000E+01          4.5242729187E+01          4.5002799988E+01          4.6000000000E+01          0.0000000000E+00          3.2786562500E+04          7.0000000000E+00          2.8987951747E-01          3.2511866764E-01          3.0239283952E-01          2.7775980559E-01          3.0979991982E-01          3.4744992246E-01          3.2318617336E-01          2.9682534407E-01          5.1215536630E+02          1.9259289057E+00          2.0211317745E+00          3.7172803043E+00          3.0890121351E+01          0.0000000000E+00          5.5960001621E-01          7.3394689185E+01          4.3505177036E+00          2.0464938890E+02          4.1949141104E+02          3.0576522850E+01          
2022-05-09                14:04:18.644              128.54466023              3085.071846               129.54466023              1652097858.644            4                         963                       1.3999770446E+02          4.5001304626E+01          4.1562500000E+01          4.5242729187E+01          4.5002799988E+01          4.7000000000E+01          0.0000000000E+00          3.2784349510E+04          7.0000000000E+00          3.2352309868E-01          3.2496877920E-01          3.0161890333E-01          2.7784025882E-01          3.4574531315E-01          3.4728104741E-01          3.2235352360E-01          2.9691198389E-01          4.7697067981E+02          1.9259046152E+00          2.0210234681E+00          3.7141879011E+00          3.1423364079E+01          0.0000000000E+00          6.9446826844E-01          7.3394689185E+01          3.9985847910E+00          2.0464938890E+02          4.1949141104E+02          3.0576522850E+01          
2022-05-09                14:04:19.493              128.54467006              3085.072081               129.54467006              1652097859.493            4                         963                       1.3999770446E+02          4.5001304626E+01          4.1562500000E+01          4.5242729187E+01          4.5002799988E+01          4.7000000000E+01          0.0000000000E+00          3.2784349510E+04          7.0000000000E+00          3.2348271283E-01          3.2492861524E-01          3.0125833400E-01          2.7813120610E-01          3.4568820008E-01          3.4723799748E-01          3.2196305619E-01          2.9722314884E-01          4.7697294622E+02          1.9258870794E+00          2.0209459428E+00          3.7119800078E+00          3.1804284450E+01          0.0000000000E+00          6.9446826844E-01          7.3394689185E+01          3.9985847910E+00          2.0464938890E+02          4.1949141104E+02          3.0576522850E+01          
2022-05-09                14:04:19.983              128.54467573              3085.072218               129.54467573              1652097859.983            4                         963                       1.4000162964E+02          4.5001152039E+01          4.1562500000E+01          4.5242820740E+01          4.5002799988E+01          2.5000000000E+01          0.0000000000E+00          3.2787478906E+04          7.0000000000E+00          3.1811622661E-01          3.2294040619E-01          3.0143572477E-01          2.7840659396E-01          3.3994408125E-01          3.4511105248E-01          3.2214825857E-01          2.9751745411E-01          4.5618758087E+02          1.9258769161E+00          2.0209011589E+00          3.7107058133E+00          3.2024168201E+01          0.0000000000E+00          6.9446826844E-01          7.3394689185E+01          3.9985847910E+00          2.0464938890E+02          4.1946462868E+02          3.0576522850E+01          
2022-05-09                14:04:21.201              128.54468984              3085.072556               129.54468984              1652097861.202            4                         963                       1.4000103398E+02          4.5001152039E+01          4.1562500000E+01          4.5242820740E+01          4.5002799988E+01          4.7000000000E+01          0.0000000000E+00          3.2789371756E+04          7.0000000000E+00          3.0476578308E-01          3.1893901742E-01          3.0103662543E-01          2.7874271814E-01          3.2565534995E-01          3.4084612306E-01          3.2171282356E-01          2.9787642060E-01          4.0447868643E+02          1.9257763088E+00          2.0207107250E+00          3.7075362391E+00          3.2571185714E+01          0.0000000000E+00          6.5822982762E-01          7.3394689185E+01          4.0306144938E+00          2.0464938890E+02          4.1946462868E+02          3.0576522850E+01          
2022-05-09                14:04:22.082              128.54470002              3085.072801               129.54470002              1652097862.082            4                         963                       1.4000103398E+02          4.5001152039E+01          4.1562500000E+01          4.5242820740E+01          4.5002799988E+01          4.7000000000E+01          0.0000000000E+00          3.2789371756E+04          7.0000000000E+00          3.0472401103E-01          3.1758285991E-01          3.0108783912E-01          2.7881590488E-01          3.2559709943E-01          3.3941050193E-01          3.2176677184E-01          2.9795450702E-01          4.0448103860E+02          1.9257037564E+00          2.0205733477E+00          3.7052484045E+00          3.2966015266E+01          0.0000000000E+00          6.5822982762E-01          7.3394689185E+01          4.0306144938E+00          2.0464938890E+02          4.1946462868E+02          3.0576522850E+01          
2022-05-09                14:04:22.686              128.54470701              3085.072968               129.54470701              1652097862.686            4                         963                       1.3999889740E+02          4.5001152039E+01          4.1562500000E+01          4.5242820740E+01          4.5002799988E+01          2.0000000000E+00          0.0000000000E+00          3.2788449754E+04          7.0000000000E+00          2.8922359828E-01          3.1681639338E-01          2.9969460735E-01          2.7892742433E-01          3.0902198118E-01          3.3858919056E-01          3.2027172668E-01          2.9807370895E-01          4.5326535645E+02          1.9256538360E+00          2.0204789356E+00          3.7036782290E+00          3.3237115330E+01          0.0000000000E+00          6.5822982762E-01          7.3394689185E+01          4.0306144938E+00          2.0387942504E+02          4.1946462868E+02          3.3256875334E+01          
