DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-05-09                18:04:58.836              128.71179209              3089.083010               129.71179209              1652112298.837            4                         963                       1.3999731445E+02          4.5000846863E+01          4.0812500000E+01          4.5244621277E+01          4.5003501892E+01          4.6000000000E+01          0.0000000000E+00          3.2444230469E+04          7.0000000000E+00          1.7234342169E-01          2.8645663340E-01          3.1272324969E-01          3.0201700255E-01          1.8336335483E-01          3.0479739657E-01          3.3306759684E-01          3.2256157193E-01          6.6581858085E+02          1.9096264519E+00          1.9977591533E+00          3.4806869888E+00          2.6582060441E+01          0.0000000000E+00          3.5135308378E-01          8.3061058166E+01          4.0180973492E+00          1.9251152695E+02          4.1630364072E+02          2.6751641548E+01          
2022-05-09                18:04:59.987              128.71180542              3089.083330               129.71180542              1652112299.988            4                         963                       1.3999730060E+02          4.5000792626E+01          4.0756961259E+01          4.5244404329E+01          4.5003420537E+01          4.7000000000E+01          0.0000000000E+00          3.2442203811E+04          7.0000000000E+00          1.9066993639E-01          2.8069554811E-01          3.1388807594E-01          3.0160885648E-01          2.0290640540E-01          2.9866375432E-01          3.3429888838E-01          3.2212246269E-01          7.1978163146E+02          1.9090485394E+00          1.9974172696E+00          3.4906399422E+00          2.6353902964E+01          0.0000000000E+00          4.4018157278E-01          8.3061058166E+01          4.3236208000E+00          1.9251152695E+02          4.1630364072E+02          2.6751641548E+01          
2022-05-09                18:05:00.829              128.71181516              3089.083564               129.71181516              1652112300.830            4                         963                       1.3999730060E+02          4.5000792626E+01          4.0756961259E+01          4.5244404329E+01          4.5003420537E+01          4.7000000000E+01          0.0000000000E+00          3.2442203811E+04          7.0000000000E+00          1.9073195435E-01          2.7826409963E-01          3.1245953243E-01          3.0107938607E-01          2.0299929834E-01          2.9607822848E-01          3.3277058130E-01          3.2155309522E-01          7.1978058405E+02          1.9086256684E+00          1.9971670724E+00          3.4979237207E+00          2.6187086346E+01          0.0000000000E+00          4.4018157278E-01          8.3061058166E+01          4.3236208000E+00          1.9251152695E+02          4.1630364072E+02          2.6751641548E+01          
2022-05-09                18:05:01.207              128.71181954              3089.083669               129.71181954              1652112301.208            4                         963                       1.4000469971E+02          4.5000785828E+01          4.0812500000E+01          4.5244377136E+01          4.5003410339E+01          2.5000000000E+01          0.0000000000E+00          3.2447464844E+04          7.0000000000E+00          2.5609683427E-01          2.7483194043E-01          3.1168744067E-01          3.0073364494E-01          2.7261044862E-01          2.9242523042E-01          3.3194646989E-01          3.2117897460E-01          6.8565676702E+02          1.9084363479E+00          1.9970553013E+00          3.5011945125E+00          2.6111760445E+01          0.0000000000E+00          4.4018157278E-01          8.3061058166E+01          4.3236208000E+00          1.9251152695E+02          4.1567428713E+02          2.6751641548E+01          
2022-05-09                18:05:02.328              128.71183251              3089.083980               129.71183251              1652112302.329            4                         963                       1.4000594202E+02          4.5000785828E+01          4.0773759080E+01          4.5244377136E+01          4.5003410339E+01          4.7000000000E+01          0.0000000000E+00          3.2454032423E+04          7.0000000000E+00          4.4994298610E-01          2.7355807978E-01          3.1259999214E-01          3.0097357218E-01          4.7909832541E-01          2.9106820024E-01          3.3291086206E-01          3.2142864060E-01          5.8445880751E+02          1.9092481048E+00          1.9981610103E+00          3.5108972884E+00          2.5888362536E+01          0.0000000000E+00          9.4093505423E-01          8.3061058166E+01          3.7686716431E+00          1.9251152695E+02          4.1567428713E+02          2.6751641548E+01          
2022-05-09                18:05:03.174              128.71184229              3089.084215               129.71184229              1652112303.174            4                         963                       1.4000594202E+02          4.5000785828E+01          4.0773759080E+01          4.5244377136E+01          4.5003410339E+01          4.7000000000E+01          0.0000000000E+00          3.2454032423E+04          7.0000000000E+00          4.5000491375E-01          2.7832691313E-01          3.1284542889E-01          3.0126536275E-01          4.7922822389E-01          2.9615360629E-01          3.3316074680E-01          3.2173429160E-01          5.8445769685E+02          1.9098588389E+00          1.9989935221E+00          3.5182137469E+00          2.5720943431E+01          0.0000000000E+00          9.4093505423E-01          8.3061058166E+01          3.7686716431E+00          1.9251152695E+02          4.1567428713E+02          2.6751641548E+01          
2022-05-09                18:05:03.815              128.71184972              3089.084393               129.71184972              1652112303.816            4                         963                       1.4000137110E+02          4.5000764716E+01          4.0750000000E+01          4.5244356025E+01          4.5003420895E+01          2.0000000000E+00          0.0000000000E+00          3.2456382512E+04          7.0000000000E+00          3.7115059080E-01          2.7760698094E-01          3.1364412973E-01          3.0141352207E-01          3.9527981849E-01          2.9539031759E-01          3.3401169299E-01          3.2188787308E-01          5.7885028839E+02          1.9103222251E+00          1.9996255233E+00          3.5237740197E+00          2.5594271934E+01          0.0000000000E+00          9.4093505423E-01          8.3061058166E+01          3.7686716431E+00          1.9500760398E+02          4.1567428713E+02          2.5614813957E+01          
2022-05-09                18:05:04.595              128.71185875              3089.084610               129.71185875              1652112304.596            4                         963                       1.3999807739E+02          4.5000724792E+01          4.0750000000E+01          4.5244316101E+01          4.5003440857E+01          4.6000000000E+01          0.0000000000E+00          3.2453212891E+04          7.0000000000E+00          2.7527425146E-01          2.7429523562E-01          3.1326805034E-01          3.0129199771E-01          2.9317402297E-01          2.9186592029E-01          3.3360767466E-01          3.2175453932E-01          5.7204248869E+02          1.9108855056E+00          2.0003308827E+00          3.5281506362E+00          2.6275966930E+01          0.0000000000E+00          9.4093505423E-01          8.3112958146E+01          3.7686716431E+00          1.9500760398E+02          4.1567428713E+02          2.5614813957E+01          
2022-05-09                18:05:05.763              128.71187227              3089.084934               129.71187227              1652112305.764            4                         963                       1.3999856043E+02          4.5000724792E+01          4.0750000000E+01          4.5244316101E+01          4.5003440857E+01          4.7000000000E+01          0.0000000000E+00          3.2451265762E+04          7.0000000000E+00          1.3170530790E-01          2.6593580330E-01          3.1070606762E-01          3.0085040565E-01          1.4024628992E-01          2.8295853201E-01          3.3087204385E-01          3.2128079061E-01          5.6184824554E+02          1.9117289908E+00          2.0013873344E+00          3.5347066386E+00          2.7296761580E+01          0.0000000000E+00          3.1443111947E-01          8.3112958146E+01          4.0482892848E+00          1.9500760398E+02          4.1567428713E+02          2.5614813957E+01          
2022-05-09                18:05:06.628              128.71188227              3089.085174               129.71188227              1652112306.628            4                         963                       1.3999856043E+02          4.5000724792E+01          4.0750000000E+01          4.5244316101E+01          4.5003440857E+01          4.7000000000E+01          0.0000000000E+00          3.2451265762E+04          7.0000000000E+00          1.3168856591E-01          2.6230749958E-01          3.0755012429E-01          3.0061371926E-01          1.4024079054E-01          2.7910129575E-01          3.2750709871E-01          3.2102647224E-01          5.6185258193E+02          1.9123537829E+00          2.0021698568E+00          3.5395576882E+00          2.8051160185E+01          0.0000000000E+00          3.1443111947E-01          8.3112958146E+01          4.0482892848E+00          1.9500760398E+02          4.1567428713E+02          2.5614813957E+01          
