DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-05-10                06:07:10.338              129.21331411              3101.119539               130.21331411              1652155630.339            0                         963                       1.4000232695E+02          4.5000100919E+01          3.0125000000E+01          4.5245231628E+01          4.5000138160E+01          4.7000000000E+01          0.0000000000E+00          3.2902605119E+04          2.0000000000E+00          2.6261166892E-01          3.1627803532E-01          3.1874765097E-01          3.2608779811E-01          2.6846696464E-01          3.2360007020E-01          3.2611463093E-01          3.3394002643E-01          5.8144626764E+02          9.7180724882E+00          9.8749003885E+00          1.2499116450E+00          6.0350620055E+00          0.0000000000E+00          5.2895644985E-01          8.0200961744E+01          1.0513844943E+00          7.3116153332E+01          2.1097150208E+03          6.2961896995E+00          
2022-05-10                06:07:11.158              129.21332360              3101.119766               130.21332360              1652155631.159            0                         963                       1.4000232695E+02          4.5000100919E+01          3.0125000000E+01          4.5245231628E+01          4.5000138160E+01          4.7000000000E+01          0.0000000000E+00          3.2902605119E+04          2.0000000000E+00          2.6267880622E-01          3.1741544044E-01          3.1508626937E-01          3.2574956855E-01          2.6857444787E-01          3.2475382541E-01          3.2236978353E-01          3.3359256989E-01          5.8144537669E+02          9.7237347449E+00          9.8816922788E+00          1.2580620855E+00          5.9583401799E+00          0.0000000000E+00          5.2895644985E-01          8.0200961744E+01          1.0513844943E+00          7.3116153332E+01          2.1097150208E+03          6.2961896995E+00          
2022-05-10                06:07:11.595              129.21332865              3101.119888               130.21332865              1652155631.595            0                         963                       1.4000698853E+02          4.5000083923E+01          3.0125000000E+01          4.5245231628E+01          4.5000144958E+01          2.5000000000E+01          0.0000000000E+00          3.2910054688E+04          2.0000000000E+00          2.6954901021E-01          3.1612175314E-01          3.1152118560E-01          3.2559345589E-01          2.7562074537E-01          3.2342590433E-01          3.1872354594E-01          3.3343153705E-01          5.8206067933E+02          9.7267454626E+00          9.8853044016E+00          1.2623972759E+00          5.9175009402E+00          0.0000000000E+00          5.2895644985E-01          8.0200961744E+01          1.0513844943E+00          7.3116153332E+01          2.1184316835E+03          6.2961896995E+00          
2022-05-10                06:07:12.762              129.21334215              3101.120212               130.21334215              1652155632.762            0                         963                       1.3999906256E+02          4.5000083923E+01          3.0062500000E+01          4.5245231628E+01          4.5000144958E+01          4.7000000000E+01          0.0000000000E+00          3.2907392025E+04          2.0000000000E+00          2.8793788294E-01          3.2003149281E-01          3.0861579802E-01          3.2528350235E-01          2.9448633501E-01          3.2741450997E-01          3.1575270764E-01          3.3311300158E-01          5.8370760552E+02          9.7347380291E+00          9.8949082355E+00          1.2740061031E+00          5.8081909241E+00          0.0000000000E+00          5.8657306476E-01          8.0200961744E+01          1.3191517202E+00          7.3116153332E+01          2.1184316835E+03          6.2961896995E+00          
2022-05-10                06:07:13.604              129.21335190              3101.120446               130.21335190              1652155633.604            0                         963                       1.3999906256E+02          4.5000083923E+01          3.0062500000E+01          4.5245231628E+01          4.5000144958E+01          4.7000000000E+01          0.0000000000E+00          3.2907392025E+04          2.0000000000E+00          2.8800688717E-01          3.1990282511E-01          3.0653851786E-01          3.2479743209E-01          2.9460075168E-01          3.2727736831E-01          3.1362920917E-01          3.3261388911E-01          5.8370669331E+02          9.7405046259E+00          9.9018397369E+00          1.2823866825E+00          5.7294110812E+00          0.0000000000E+00          5.8657306476E-01          8.0200961744E+01          1.3191517202E+00          7.3116153332E+01          2.1184316835E+03          6.2961896995E+00          
2022-05-10                06:07:14.219              129.21335902              3101.120616               130.21335902              1652155634.219            0                         963                       1.3999804055E+02          4.5000083923E+01          3.0062500000E+01          4.5245231628E+01          4.5000144958E+01          2.0000000000E+00          0.0000000000E+00          3.2903591329E+04          2.0000000000E+00          3.0113887263E-01          3.1939569126E-01          3.0464575037E-01          3.2473171387E-01          3.0806812315E-01          3.2675819952E-01          3.1169480795E-01          3.3254570643E-01          6.0412671712E+02          9.7447166741E+00          9.9069038942E+00          1.2885104144E+00          5.6717825439E+00          0.0000000000E+00          5.8657306476E-01          8.0200961744E+01          1.3191517202E+00          7.6366864002E+01          2.1184316835E+03          5.7532836578E+00          
2022-05-10                06:07:14.990              129.21336794              3101.120831               130.21336794              1652155634.990            0                         963                       1.4000173950E+02          4.5000083923E+01          3.0107421875E+01          4.5245231628E+01          4.5000188828E+01          4.6000000000E+01          0.0000000000E+00          3.2905148193E+04          2.0000000000E+00          3.1752366866E-01          3.2145130549E-01          3.0309324883E-01          3.2462233826E-01          3.2482618266E-01          3.2885531950E-01          3.1010832936E-01          3.3243241978E-01          6.2972799277E+02          9.7499972276E+00          9.9121566107E+00          1.2876051263E+00          5.8423324079E+00          0.0000000000E+00          5.8657306476E-01          8.0306068708E+01          1.3191517202E+00          7.6366864002E+01          2.1184316835E+03          5.7532836578E+00          
2022-05-10                06:07:16.154              129.21338141              3101.121154               130.21338141              1652155636.154            0                         963                       1.3999976340E+02          4.5000083923E+01          3.0069461259E+01          4.5245231628E+01          4.5000205994E+01          4.7000000000E+01          0.0000000000E+00          3.2902821779E+04          2.0000000000E+00          3.4226069089E-01          3.2418061688E-01          3.0202116370E-01          3.2454739002E-01          3.5012570387E-01          3.3164492686E-01          3.0901261080E-01          3.3235371190E-01          6.6837894509E+02          9.7579693947E+00          9.9200862608E+00          1.2862363763E+00          6.0998159335E+00          0.0000000000E+00          7.0968763122E-01          8.0306068708E+01          1.8525234787E+00          7.6366864002E+01          2.1184316835E+03          5.7532836578E+00          
2022-05-10                06:07:16.999              129.21339119              3101.121389               130.21339119              1652155636.999            0                         963                       1.3999976340E+02          4.5000083923E+01          3.0069461259E+01          4.5245231628E+01          4.5000205994E+01          4.7000000000E+01          0.0000000000E+00          3.2902821779E+04          2.0000000000E+00          3.4224454438E-01          3.2805577036E-01          3.0115424351E-01          3.2463072073E-01          3.5010300376E-01          3.3560703998E-01          3.0812578282E-01          3.3243756879E-01          6.6837971516E+02          9.7637566067E+00          9.9258424352E+00          1.2852427814E+00          6.2868549578E+00          0.0000000000E+00          7.0968763122E-01          8.0306068708E+01          1.8525234787E+00          7.6366864002E+01          2.1184316835E+03          5.7532836578E+00          
2022-05-10                06:07:17.437              129.21339626              3101.121510               130.21339626              1652155637.437            0                         963                       1.4000164795E+02          4.5000083923E+01          3.0062500000E+01          4.5245231628E+01          4.5000205994E+01          2.5000000000E+01          0.0000000000E+00          3.2904959252E+04          2.0000000000E+00          3.6983342280E-01          3.2918489610E-01          3.0210812100E-01          3.2475628379E-01          3.7832407605E-01          3.3676155447E-01          3.0910075912E-01          3.3256503131E-01          6.6010712525E+02          9.7667565881E+00          9.9288262815E+00          1.2847278169E+00          6.3836208963E+00          0.0000000000E+00          7.0968763122E-01          8.0306068708E+01          1.8525234787E+00          7.6366864002E+01          2.1271456374E+03          5.7532836578E+00          
